"c_custkey"|"revenue"|"c_acctbal"|"n_name"
56023|27197.6640|1740.12|"CHINA"
107999|27191.8944|5497.93|"ETHIOPIA"
123880|27184.5350|5125.79|"ROMANIA"
61475|27182.4120|4606.28|"UNITED KINGDOM"
132110|27181.7112|2532.86|"MOROCCO"
21689|27180.9798|5428.65|"ETHIOPIA"
124075|27180.4169|8448.15|"IRAN"
109489|27174.3120|241.68|"IRAQ"
56242|27172.1856|1035.88|"GERMANY"
21937|27157.7640|4865.62|"VIETNAM"
15016|27144.5720|6011.19|"VIETNAM"
42062|27137.2800|9200.74|"CHINA"
2960|27135.9168|4512.33|"IRAN"
84115|27128.3520|4508.90|"CHINA"
58001|27126.7750|1711.46|"ROMANIA"
103501|27120.5349|45.82|"ARGENTINA"
84545|27118.5600|7341.86|"JAPAN"
149503|27117.8016|3339.25|"UNITED KINGDOM"
76165|27090.2650|5781.69|"VIETNAM"
14741|27085.8280|3855.03|"MOZAMBIQUE"
75293|27069.7120|9000.14|"MOROCCO"
133198|27066.6938|1353.95|"IRAN"
101813|27063.5904|4715.07|"EGYPT"
123257|27061.9326|2752.72|"UNITED STATES"
79517|27056.6667|7575.44|"KENYA"
124832|27053.3875|3448.25|"MOROCCO"
36500|27049.2906|4645.05|"IRAQ"
35356|27046.6560|987.14|"RUSSIA"
42820|27042.3615|9257.69|"EGYPT"
78971|27041.0500|5254.95|"ETHIOPIA"
13102|27039.2499|1058.84|"ALGERIA"
127019|27037.3506|6276.82|"INDIA"
147232|27032.7285|4486.82|"IRAN"
109718|27024.7250|5677.35|"PERU"
98000|27022.6044|-334.90|"SAUDI ARABIA"
109636|27017.9140|9902.67|"MOROCCO"
74800|27009.7344|6688.47|"MOZAMBIQUE"
84217|27003.7500|803.10|"ALGERIA"
56932|27003.3984|1488.02|"BRAZIL"
119884|27001.5018|4609.99|"ROMANIA"
10169|26998.7900|6350.57|"UNITED STATES"
19316|26994.5312|4387.30|"UNITED STATES"
7567|26994.0600|5766.58|"CANADA"
104837|26991.5580|3258.79|"KENYA"
56968|26985.9744|8813.67|"JAPAN"
139238|26979.3988|5278.38|"SAUDI ARABIA"
98147|26973.6765|9105.44|"KENYA"
31099|26966.7000|8583.52|"FRANCE"
120281|26946.1040|3622.67|"RUSSIA"
87989|26945.1440|5878.52|"JAPAN"
121567|26944.6208|-830.74|"VIETNAM"
95183|26941.7378|3554.74|"CANADA"
108236|26940.9051|6620.15|"ARGENTINA"
46009|26938.1376|1003.84|"MOROCCO"
141371|26935.4176|8537.49|"VIETNAM"
11081|26934.9080|8261.77|"MOZAMBIQUE"
133225|26933.0400|-910.47|"ROMANIA"
112028|26932.8478|-350.28|"JORDAN"
78476|26932.2228|6723.29|"MOROCCO"
128959|26921.9232|6094.19|"MOROCCO"
74012|26919.7520|5517.67|"FRANCE"
73730|26919.2100|9909.35|"PERU"
50372|26918.1792|563.75|"IRAQ"
82861|26914.3056|-820.89|"ARGENTINA"
108167|26907.3600|2996.14|"ROMANIA"
102949|26907.0417|2941.28|"KENYA"
107468|26902.2360|8678.47|"RUSSIA"
6833|26889.7600|3185.16|"JORDAN"
130291|26887.3088|5886.56|"IRAN"
38683|26886.7160|8283.51|"ETHIOPIA"
83188|26879.6360|2718.37|"PERU"
60461|26876.2860|4365.65|"CHINA"
70408|26874.5248|2922.62|"CANADA"
72685|26874.3525|5747.80|"JAPAN"
71014|26873.0995|227.27|"JAPAN"
131270|26869.0560|9209.92|"CANADA"
71257|26865.0800|5383.72|"INDIA"
41008|26859.2544|-838.77|"MOROCCO"
50776|26844.8950|3929.51|"UNITED KINGDOM"
121057|26834.8269|8499.85|"MOZAMBIQUE"
58078|26833.2428|-586.49|"JORDAN"
124520|26829.1800|5082.39|"UNITED STATES"
55948|26819.9250|9648.33|"IRAN"
7741|26816.1300|3004.70|"SAUDI ARABIA"
98396|26809.9200|-478.07|"SAUDI ARABIA"
22967|26800.9626|9001.02|"JAPAN"
5047|26800.6140|9514.67|"PERU"
132592|26800.4373|4219.04|"KENYA"
66866|26797.8816|1935.11|"VIETNAM"
72188|26796.3920|2323.81|"CANADA"
8416|26792.9298|-313.87|"VIETNAM"
33982|26792.7630|8759.59|"VIETNAM"
70085|26779.0341|1713.14|"RUSSIA"
77527|26777.9535|9072.80|"ARGENTINA"
101191|26771.2776|1037.69|"VIETNAM"
64280|26769.9856|905.06|"JORDAN"
127621|26767.7200|-749.44|"BRAZIL"
128594|26760.6810|2831.23|"BRAZIL"
122393|26746.2054|1018.81|"KENYA"
19808|26741.0412|6699.92|"EGYPT"
51175|26732.5000|3988.58|"FRANCE"
29176|26731.8704|-843.04|"PERU"
37304|26730.9399|8598.19|"INDIA"
71018|26729.2200|-686.96|"ROMANIA"
41468|26728.2848|9782.72|"GERMANY"
60298|26726.5404|2214.11|"BRAZIL"
44455|26723.7360|5874.39|"IRAN"
110071|26719.1780|3438.13|"ROMANIA"
99059|26715.9984|-856.41|"CANADA"
114919|26715.9984|7619.66|"ETHIOPIA"
32750|26714.2148|30.43|"UNITED STATES"
81725|26709.9782|8712.99|"GERMANY"
68632|26709.6960|7224.59|"MOZAMBIQUE"
69890|26709.5273|1498.16|"JAPAN"
135605|26708.7500|6329.19|"UNITED STATES"
50366|26706.9510|4112.84|"UNITED KINGDOM"
148187|26705.6400|1880.60|"INDONESIA"
47548|26700.9350|9962.89|"SAUDI ARABIA"
86224|26696.9220|8227.33|"FRANCE"
73751|26694.2160|8560.15|"EGYPT"
9275|26682.1256|2079.61|"VIETNAM"
65870|26675.7660|2124.27|"ROMANIA"
16492|26675.7625|5623.43|"MOZAMBIQUE"
143633|26673.1120|-555.05|"EGYPT"
76838|26662.9869|1290.97|"ROMANIA"
145939|26658.0261|3586.85|"JORDAN"
105043|26656.9968|3967.82|"ROMANIA"
120679|26644.8400|835.54|"SAUDI ARABIA"
89813|26628.6225|8949.10|"IRAN"
135289|26616.9792|5080.44|"BRAZIL"
28778|26615.8494|3514.28|"EGYPT"
49367|26615.4308|2348.16|"INDIA"
89792|26611.6032|6967.37|"EGYPT"
55427|26609.5872|3304.04|"FRANCE"
55814|26601.6240|6693.59|"KENYA"
26152|26590.8228|4449.84|"VIETNAM"
49610|26588.8944|3741.54|"ROMANIA"
9157|26586.4704|-979.27|"INDONESIA"
1162|26582.2200|3139.71|"BRAZIL"
23806|26581.5000|8488.11|"MOROCCO"
31418|26578.3815|7066.22|"SAUDI ARABIA"
115798|26577.2022|4683.13|"IRAQ"
59146|26576.0942|279.37|"JAPAN"
48245|26571.3000|3797.54|"IRAQ"
122603|26560.5750|205.50|"MOZAMBIQUE"
95023|26548.6672|6706.53|"ALGERIA"
85681|26548.2360|1188.46|"VIETNAM"
53528|26541.6960|-902.24|"ROMANIA"
42074|26528.6366|3973.80|"EGYPT"
68284|26522.9454|-180.27|"FRANCE"
31813|26514.2878|5163.15|"ETHIOPIA"
107414|26510.8032|3404.71|"IRAN"
80590|26510.4749|8370.22|"JORDAN"
3016|26507.2288|4155.84|"IRAN"
126511|26505.7800|3721.16|"SAUDI ARABIA"
132529|26502.1939|877.32|"RUSSIA"
100036|26499.6270|2058.81|"ALGERIA"
105565|26498.9105|6888.86|"BRAZIL"
44456|26495.0604|3863.81|"CANADA"
68810|26475.8400|1330.16|"EGYPT"
65797|26472.6000|-994.14|"ALGERIA"
101042|26472.0450|4132.93|"UNITED STATES"
131971|26471.2284|-732.10|"SAUDI ARABIA"
69643|26463.0110|2992.19|"BRAZIL"
20278|26461.2621|-316.73|"UNITED STATES"
46633|26460.7350|4642.26|"RUSSIA"
60674|26460.2112|4388.96|"PERU"
51541|26457.5808|-395.68|"MOZAMBIQUE"
129289|26455.7213|4382.88|"CANADA"
46985|26449.1064|7792.15|"ARGENTINA"
138244|26447.0016|1523.64|"IRAN"
9506|26434.9440|-333.78|"ALGERIA"
12625|26429.3000|3782.11|"CANADA"
69031|26428.4260|2129.90|"CANADA"
131762|26428.2480|4543.80|"GERMANY"
6904|26428.1108|9979.02|"RUSSIA"
95324|26422.7040|340.76|"VIETNAM"
103966|26418.4380|8681.74|"PERU"
106411|26415.4770|3889.04|"UNITED KINGDOM"
8351|26408.1312|9930.54|"CANADA"
92104|26404.0800|2865.21|"BRAZIL"
17194|26402.0295|3608.96|"RUSSIA"
49625|26398.8270|4358.34|"GERMANY"
119800|26398.6782|1074.07|"UNITED STATES"
94618|26397.9375|8703.70|"IRAN"
32842|26390.6048|8789.78|"KENYA"
112859|26390.5128|8749.43|"IRAN"
43040|26380.2088|7002.65|"VIETNAM"
38194|26370.8552|6739.52|"VIETNAM"
78979|26367.4944|2263.10|"INDIA"
80302|26363.6208|2178.24|"ARGENTINA"
102164|26355.6540|7953.09|"KENYA"
54139|26339.9850|8909.31|"UNITED STATES"
32008|26338.1750|6285.30|"UNITED KINGDOM"
86806|26333.8704|2831.23|"PERU"
55966|26333.4140|5014.82|"MOZAMBIQUE"
10438|26326.5055|3599.59|"PERU"
29984|26322.8875|7046.34|"ALGERIA"
12142|26322.7328|5343.33|"IRAN"
55082|26317.7816|1931.04|"ARGENTINA"
38663|26313.9798|658.20|"UNITED KINGDOM"
44359|26310.8736|4060.99|"CANADA"
7574|26306.1792|5500.12|"MOZAMBIQUE"
68374|26301.1320|3885.48|"IRAN"
127754|26295.7650|2206.51|"FRANCE"
141854|26286.1200|-551.02|"EGYPT"
25051|26282.9648|4107.88|"UNITED STATES"
25484|26281.9200|5362.31|"PERU"
97300|26267.8165|3866.08|"INDONESIA"
97931|26267.1850|6068.18|"CHINA"
26626|26266.7912|-981.72|"CHINA"
43240|26265.3530|6297.49|"CHINA"
135337|26263.6080|7289.39|"ROMANIA"
78865|26249.1273|9976.47|"ROMANIA"
66827|26248.6383|3809.70|"VIETNAM"
25054|26242.6500|7235.29|"RUSSIA"
137674|26241.7320|343.48|"GERMANY"
48661|26239.1433|4297.12|"SAUDI ARABIA"
83965|26237.5008|7468.40|"EGYPT"
143705|26231.5160|4995.74|"SAUDI ARABIA"
123976|26228.0925|3654.00|"BRAZIL"
49807|26216.8998|5815.95|"JAPAN"
148270|26215.0960|-544.93|"JORDAN"
149584|26209.8200|5673.40|"MOZAMBIQUE"
56077|26198.1000|267.98|"KENYA"
134905|26195.3114|6825.41|"VIETNAM"
145981|26191.7656|5911.38|"IRAQ"
49900|26185.6980|3202.69|"INDIA"
141856|26178.3088|8693.40|"ARGENTINA"
70088|26177.4500|4106.09|"CANADA"
36494|26169.7680|4958.55|"RUSSIA"
62480|26165.8782|5854.56|"UNITED STATES"
82759|26152.1624|1804.86|"ALGERIA"
49405|26139.9900|5209.06|"SAUDI ARABIA"
35800|26131.6044|234.31|"FRANCE"
112291|26128.9600|5918.05|"VIETNAM"
129460|26128.6830|4165.86|"CANADA"
122722|26124.2792|4066.66|"MOZAMBIQUE"
29225|26120.4104|707.63|"ARGENTINA"
107129|26119.1406|7192.95|"MOROCCO"
132908|26115.5801|1902.51|"JAPAN"
13288|26113.3656|1022.00|"ARGENTINA"
50879|26107.5200|6001.31|"IRAQ"
71767|26095.1994|8863.57|"UNITED KINGDOM"
25777|26094.9843|1011.79|"GERMANY"
79079|26082.2484|3569.55|"FRANCE"
14290|26081.1450|3003.54|"SAUDI ARABIA"
28247|26076.8160|44.07|"KENYA"
50393|26073.3382|7082.71|"BRAZIL"
145879|26071.5000|9235.19|"ROMANIA"
106864|26064.9082|6876.84|"JAPAN"
131521|26063.7840|2366.43|"GERMANY"
39844|26056.1763|9646.69|"ETHIOPIA"
64601|26054.0550|2805.29|"PERU"
81164|26053.1040|8208.11|"UNITED KINGDOM"
24443|26052.1824|4568.61|"INDIA"
59128|26049.4272|6834.70|"FRANCE"
86693|26042.4400|8009.77|"BRAZIL"
137083|26042.4216|7172.47|"INDIA"
33190|26036.1104|1822.81|"MOZAMBIQUE"
131239|26026.0686|9745.20|"ETHIOPIA"
114310|26022.8264|8928.22|"MOZAMBIQUE"
41428|26022.1160|9179.21|"PERU"
148268|26020.9404|-980.39|"CANADA"
108979|26007.5440|1877.00|"MOROCCO"
51058|25994.1400|4349.91|"UNITED KINGDOM"
69134|25993.3212|-53.99|"CANADA"
99706|25990.9340|8294.07|"FRANCE"
111083|25980.0318|5494.53|"RUSSIA"
36830|25973.4096|1152.99|"CHINA"
54955|25973.1846|6272.57|"MOROCCO"
39928|25972.4348|4308.42|"KENYA"
26197|25970.9376|4808.32|"VIETNAM"
117079|25960.4928|923.22|"BRAZIL"
54730|25954.4880|4681.30|"FRANCE"
91859|25940.6754|6858.59|"EGYPT"
149725|25938.5184|5639.93|"INDONESIA"
131791|25931.1504|2739.08|"EGYPT"
99943|25929.3020|-691.24|"ETHIOPIA"
148991|25926.5568|9559.45|"MOROCCO"
90998|25924.7772|640.24|"IRAQ"
64199|25917.8400|3163.70|"ETHIOPIA"
10567|25917.3752|1548.09|"UNITED KINGDOM"
61472|25916.1539|9165.02|"CHINA"
100907|25913.4924|6313.26|"BRAZIL"
15838|25911.0000|4988.98|"JORDAN"
112838|25907.7110|6397.66|"EGYPT"
101665|25907.4543|6556.69|"UNITED STATES"
125231|25899.6556|-548.66|"CHINA"
74635|25893.3120|2730.64|"ALGERIA"
70462|25887.1530|-748.83|"BRAZIL"
86141|25884.5400|959.88|"INDONESIA"
6313|25881.2512|2933.72|"FRANCE"
146302|25879.3395|1153.63|"ALGERIA"
35966|25871.6160|2016.49|"JORDAN"
89287|25869.7350|7035.51|"ARGENTINA"
145117|25861.0160|1531.47|"IRAN"
130166|25855.2336|9821.17|"JORDAN"
9781|25851.7188|386.69|"IRAN"
45715|25848.3771|3159.50|"UNITED KINGDOM"
34654|25845.0885|8391.80|"VIETNAM"
44237|25834.4280|2553.55|"UNITED KINGDOM"
127289|25832.2494|8797.39|"GERMANY"
71707|25830.8400|2854.66|"SAUDI ARABIA"
41974|25830.6246|2924.63|"UNITED KINGDOM"
11311|25828.8030|8070.64|"PERU"
13658|25813.2714|1892.48|"ETHIOPIA"
102368|25810.9872|8776.74|"GERMANY"
65392|25804.3570|2893.99|"MOROCCO"
40054|25802.3725|8322.63|"MOZAMBIQUE"
51832|25792.6416|5936.36|"INDONESIA"
75847|25790.5692|1275.94|"IRAQ"
78520|25787.8604|9801.40|"PERU"
62500|25785.4400|5471.50|"IRAN"
133537|25773.4080|5240.62|"IRAQ"
34717|25767.9120|1585.20|"RUSSIA"
149848|25760.1288|4804.54|"JORDAN"
96005|25752.9600|-720.57|"ETHIOPIA"
58579|25751.7540|3510.25|"GERMANY"
84305|25746.1200|2503.51|"ROMANIA"
147469|25734.7552|3961.33|"IRAN"
90856|25722.5881|7413.19|"ETHIOPIA"
133021|25720.5896|8915.41|"IRAQ"
46118|25712.7600|-585.43|"IRAN"
44681|25708.0200|5242.95|"VIETNAM"
58508|25706.4353|7129.85|"UNITED KINGDOM"
147244|25704.6480|9748.38|"CHINA"
146572|25702.0512|129.45|"JAPAN"
28744|25701.0336|9246.85|"CANADA"
30883|25699.2480|1505.38|"MOROCCO"
139366|25692.7112|6083.40|"ROMANIA"
26822|25691.3588|2057.58|"IRAN"
3739|25680.7436|9926.44|"RUSSIA"
39349|25679.7452|1695.43|"UNITED KINGDOM"
102860|25679.1288|4258.77|"KENYA"
131138|25674.6588|2192.37|"FRANCE"
25816|25673.7660|3115.02|"JAPAN"
123970|25671.3548|5856.96|"INDONESIA"
87724|25661.7600|1138.70|"ARGENTINA"
56599|25652.2680|5650.22|"IRAQ"
4555|25628.2280|662.85|"BRAZIL"
102943|25616.8640|648.63|"SAUDI ARABIA"
134435|25598.6328|4738.63|"JAPAN"
97852|25592.1596|5172.75|"KENYA"
20936|25580.3328|6764.05|"RUSSIA"
35089|25575.4690|9914.35|"INDIA"
126745|25549.1712|684.46|"UNITED KINGDOM"
93442|25540.5000|7694.69|"IRAN"
28076|25534.2240|9142.44|"CHINA"
52513|25530.8947|67.67|"BRAZIL"
68537|25527.1680|400.58|"ARGENTINA"
23375|25521.0507|9779.73|"UNITED STATES"
66880|25515.4437|5672.19|"KENYA"
15524|25514.7866|6434.03|"MOZAMBIQUE"
56542|25511.5090|2286.70|"PERU"
101969|25502.6835|4982.61|"UNITED KINGDOM"
143341|25489.3002|3307.78|"MOZAMBIQUE"
65945|25487.5698|1226.35|"VIETNAM"
131663|25487.3520|2865.25|"ETHIOPIA"
136118|25478.7984|4593.89|"INDIA"
147625|25477.5645|2165.27|"ARGENTINA"
63635|25477.3248|9285.06|"UNITED STATES"
121066|25467.7900|730.29|"VIETNAM"
66365|25467.3540|3942.93|"CANADA"
24871|25466.3840|2069.40|"INDIA"
67658|25460.1235|4424.92|"INDONESIA"
80455|25441.6232|-906.76|"ARGENTINA"
32971|25441.5700|4900.33|"UNITED STATES"
63185|25440.7345|6352.94|"INDONESIA"
115163|25438.3588|986.21|"FRANCE"
42610|25433.6134|7438.33|"INDONESIA"
84638|25432.2144|7400.00|"JAPAN"
57917|25404.6960|-39.52|"CHINA"
104141|25402.8320|6444.02|"INDIA"
18997|25399.0030|16.11|"UNITED KINGDOM"
103667|25397.0430|3311.32|"MOROCCO"
130082|25396.4382|2058.65|"INDONESIA"
83363|25391.7900|59.57|"JAPAN"
48524|25391.6784|7122.74|"UNITED STATES"
73993|25385.7716|9670.03|"IRAN"
28934|25380.1776|6088.03|"ROMANIA"
6823|25379.0992|4742.19|"ETHIOPIA"
109990|25365.6117|6977.89|"BRAZIL"
115966|25363.7600|8364.20|"ALGERIA"
134903|25362.4080|4907.85|"SAUDI ARABIA"
72010|25360.3168|-228.01|"VIETNAM"
114679|25359.7050|6657.06|"BRAZIL"
33755|25352.2192|5196.07|"GERMANY"
80018|25343.7456|7591.11|"FRANCE"
127820|25342.3498|2564.88|"JORDAN"
53933|25326.8640|-604.36|"INDONESIA"
112540|25324.3305|3119.57|"UNITED KINGDOM"
25724|25322.1150|732.39|"RUSSIA"
37987|25321.2050|1729.37|"MOROCCO"
58129|25318.0200|1569.86|"KENYA"
108926|25317.7120|6247.45|"RUSSIA"
107335|25314.3891|-768.80|"ETHIOPIA"
66094|25313.3910|8069.20|"EGYPT"
91823|25299.2972|8164.94|"MOROCCO"
1051|25298.5114|9776.39|"BRAZIL"
66272|25291.4616|7654.08|"VIETNAM"
9262|25273.4508|1851.85|"IRAN"
14372|25270.7904|2075.10|"UNITED STATES"
119027|25269.9076|4281.02|"UNITED STATES"
41230|25254.0720|9447.56|"ALGERIA"
2639|25249.2576|-738.55|"SAUDI ARABIA"
136303|25248.7200|8939.73|"UNITED STATES"
87802|25248.3750|7571.02|"JAPAN"
56660|25243.7456|9157.98|"SAUDI ARABIA"
118937|25241.2818|9967.91|"RUSSIA"
125047|25237.1826|5307.61|"INDONESIA"
95335|25232.3328|8600.02|"MOZAMBIQUE"
136324|25229.9328|2848.78|"ROMANIA"
94286|25224.2000|3847.83|"FRANCE"
103390|25220.2820|3105.86|"SAUDI ARABIA"
38089|25219.4184|7963.72|"CHINA"
73262|25217.7405|9271.18|"ARGENTINA"
21260|25206.9066|2007.61|"IRAQ"
81470|25194.8992|7073.53|"IRAN"
112711|25187.8495|8696.44|"ROMANIA"
138194|25186.7924|8638.71|"MOROCCO"
87352|25177.9200|7966.33|"JORDAN"
56737|25171.5288|7396.19|"IRAQ"
39850|25164.5188|6410.21|"BRAZIL"
98846|25153.4438|7888.74|"ROMANIA"
130718|25151.5920|4634.09|"MOZAMBIQUE"
128440|25143.6690|-332.75|"MOZAMBIQUE"
28973|25136.2686|8322.43|"JAPAN"
106231|25130.0610|6161.86|"ROMANIA"
42988|25121.7696|2847.64|"UNITED STATES"
41725|25117.4400|7626.80|"INDIA"
109067|25116.1638|3882.78|"INDIA"
130234|25114.8972|4979.03|"JORDAN"
34762|25114.3200|5214.19|"UNITED KINGDOM"
74516|25111.8400|6113.66|"UNITED KINGDOM"
67655|25107.1130|3606.37|"EGYPT"
66115|25105.3650|517.20|"EGYPT"
19346|25104.9000|6724.65|"JORDAN"
139015|25104.0276|4611.23|"VIETNAM"
67049|25101.6660|7961.32|"MOROCCO"
7421|25099.2738|8080.65|"JAPAN"
71485|25087.6080|9696.98|"JORDAN"
112252|25086.2112|1792.72|"INDONESIA"
64661|25078.4256|6063.62|"ARGENTINA"
103541|25077.0588|4781.31|"FRANCE"
17465|25074.8852|9852.85|"GERMANY"
122084|25053.4851|2539.37|"MOZAMBIQUE"
95114|25049.3425|986.04|"UNITED STATES"
92837|25045.9240|7202.55|"UNITED STATES"
97894|25035.4440|3572.08|"UNITED KINGDOM"
141355|25030.1265|7446.51|"KENYA"
138938|25028.2251|6273.51|"JORDAN"
53888|25022.3792|7406.65|"ETHIOPIA"
75428|25015.9572|2785.30|"IRAN"
115594|25010.1600|1946.50|"INDIA"
126169|25009.1880|5102.85|"UNITED KINGDOM"
130888|25000.8702|1590.34|"IRAN"
59597|24994.0848|7036.79|"MOZAMBIQUE"
43745|24993.0432|597.60|"ETHIOPIA"
25444|24992.1000|7187.62|"INDIA"
6314|24991.1230|2996.03|"UNITED STATES"
15113|24985.3800|4673.93|"IRAN"
5126|24978.9550|9993.81|"ROMANIA"
100964|24976.9728|4495.04|"MOROCCO"
65651|24955.8960|2935.94|"KENYA"
49102|24954.4386|998.18|"INDONESIA"
19163|24939.6147|1824.62|"MOZAMBIQUE"
66211|24936.4800|-365.41|"FRANCE"
60181|24932.1600|8527.96|"UNITED KINGDOM"
17413|24930.8868|2402.39|"ALGERIA"
367|24929.7120|9108.65|"JORDAN"
74024|24903.6060|9554.81|"IRAN"
96616|24902.9760|4662.58|"INDIA"
2719|24902.0288|-730.48|"JAPAN"
25859|24899.0364|-249.07|"BRAZIL"
106189|24896.3400|-441.81|"ETHIOPIA"
113305|24893.4112|1475.08|"ALGERIA"
26717|24893.0500|5064.41|"ALGERIA"
120145|24892.0080|5729.73|"PERU"
126706|24891.4416|1284.00|"CANADA"
1084|24890.2038|1416.75|"BRAZIL"
43366|24888.6615|4165.33|"JAPAN"
20726|24883.0232|8491.26|"KENYA"
57991|24863.8950|586.77|"ARGENTINA"
52402|24857.0498|6780.95|"ARGENTINA"
140411|24845.7046|-891.34|"INDONESIA"
74375|24842.4288|9414.93|"SAUDI ARABIA"
22273|24832.5264|292.76|"UNITED KINGDOM"
140014|24823.6074|-672.31|"FRANCE"
65356|24818.6300|8373.51|"INDONESIA"
122215|24817.1280|6453.29|"CANADA"
18685|24814.3363|6193.45|"EGYPT"
22760|24813.9192|5695.02|"JORDAN"
127934|24810.2400|7348.65|"IRAN"
36958|24808.5912|7331.44|"ARGENTINA"
98264|24806.6000|-99.83|"CHINA"
61700|24797.5992|4829.51|"JORDAN"
65066|24792.5378|-339.45|"VIETNAM"
140638|24789.5648|554.62|"CHINA"
4367|24781.8960|9455.24|"BRAZIL"
43570|24777.4800|3820.88|"BRAZIL"
55982|24766.8300|1026.54|"MOROCCO"
88597|24756.0960|5059.51|"PERU"
73150|24750.9470|8770.96|"SAUDI ARABIA"
81061|24742.1400|4587.04|"RUSSIA"
101398|24726.4920|6284.50|"FRANCE"
41995|24720.8724|7255.47|"ROMANIA"
111751|24720.6960|9064.98|"RUSSIA"
84334|24718.7756|-487.63|"IRAN"
40309|24716.1504|6065.41|"ETHIOPIA"
101107|24710.4720|921.83|"UNITED STATES"
77828|24699.0912|7789.82|"MOZAMBIQUE"
63280|24694.5000|1963.17|"VIETNAM"
144611|24690.0150|3489.08|"ROMANIA"
116654|24677.1252|4314.81|"PERU"
129839|24674.2496|8993.97|"JORDAN"
36118|24668.2800|383.95|"UNITED KINGDOM"
114887|24661.8960|8737.69|"ETHIOPIA"
137699|24646.5156|1339.71|"UNITED STATES"
96890|24630.6880|3002.80|"JORDAN"
46168|24630.1750|3035.14|"IRAN"
121754|24621.0440|3755.87|"MOROCCO"
85165|24618.1221|-304.70|"CANADA"
64184|24608.0835|846.34|"ALGERIA"
69730|24600.8462|6045.18|"IRAN"
89030|24595.4800|-86.82|"CANADA"
144197|24593.4195|6650.88|"CHINA"
5491|24586.8844|2563.89|"BRAZIL"
2327|24584.8000|5525.97|"UNITED KINGDOM"
117370|24580.2480|3705.86|"GERMANY"
149174|24577.5750|3400.87|"MOZAMBIQUE"
135811|24574.7502|8163.01|"ARGENTINA"
12994|24573.6405|5094.59|"ALGERIA"
19097|24573.3594|7733.31|"FRANCE"
78065|24565.5000|7674.80|"ROMANIA"
35393|24565.3370|3124.37|"ARGENTINA"
116192|24563.9943|8973.48|"MOZAMBIQUE"
38366|24558.1336|-169.83|"KENYA"
134815|24556.7616|6127.37|"ALGERIA"
120851|24554.9568|6280.47|"MOROCCO"
38789|24554.8032|8784.30|"CANADA"
132572|24554.0352|7908.33|"INDONESIA"
130655|24550.0470|3765.00|"CHINA"
90607|24547.3046|9547.99|"UNITED STATES"
91219|24547.1968|3771.24|"PERU"
83347|24534.5760|2812.53|"IRAQ"
15196|24533.7068|8408.87|"MOZAMBIQUE"
34217|24532.7384|8426.73|"IRAQ"
104759|24529.7000|7515.85|"INDONESIA"
46795|24506.1120|3123.66|"CANADA"
59032|24500.3709|2196.91|"EGYPT"
128351|24500.0000|1243.42|"UNITED KINGDOM"
44621|24495.7728|-495.59|"EGYPT"
22579|24486.2800|1461.07|"CHINA"
57880|24474.3552|743.47|"JORDAN"
74281|24472.2870|5488.40|"FRANCE"
43696|24471.9900|1554.54|"MOROCCO"
149518|24469.5600|914.56|"UNITED KINGDOM"
65254|24469.4424|474.20|"MOROCCO"
32230|24465.7890|2054.36|"CANADA"
85339|24458.4872|4501.12|"IRAN"
113912|24447.9359|9885.77|"MOZAMBIQUE"
49577|24445.2081|5065.08|"RUSSIA"
113425|24443.4240|7096.66|"EGYPT"
125411|24424.3385|8730.04|"PERU"
98729|24422.2272|6471.28|"PERU"
108466|24421.4373|-410.87|"INDIA"
25529|24417.8376|7260.22|"FRANCE"
32344|24406.3155|6024.97|"IRAN"
132490|24397.1168|8806.35|"IRAN"
148534|24392.3764|5301.61|"PERU"
6941|24392.0334|6757.19|"EGYPT"
101987|24386.3550|1275.74|"KENYA"
133076|24385.0068|9231.63|"BRAZIL"
59395|24382.7430|1545.73|"CANADA"
56401|24373.8720|7305.28|"PERU"
46186|24373.6944|9434.89|"JORDAN"
118580|24367.5000|9.60|"VIETNAM"
7193|24367.4144|1975.81|"FRANCE"
54715|24352.5150|1936.79|"VIETNAM"
79447|24348.6880|7530.32|"JORDAN"
143471|24347.8620|2550.29|"PERU"
38828|24330.9882|4908.72|"CHINA"
76954|24325.2792|9746.61|"RUSSIA"
110603|24307.8612|2366.28|"INDIA"
128630|24304.7430|4762.40|"KENYA"
27293|24303.8481|2331.80|"UNITED STATES"
2608|24300.0915|3414.72|"VIETNAM"
124559|24295.5900|1525.34|"JAPAN"
76441|24285.2207|6727.38|"SAUDI ARABIA"
13867|24276.1803|-588.23|"ROMANIA"
134461|24269.2608|7517.10|"INDONESIA"
95686|24268.6290|-508.69|"GERMANY"
51164|24268.4720|2637.53|"INDONESIA"
129775|24267.8480|9677.24|"INDONESIA"
56779|24267.6604|8605.92|"CANADA"
89078|24265.1682|6190.66|"CHINA"
136825|24264.9589|6504.95|"GERMANY"
134186|24252.5340|3700.37|"ETHIOPIA"
140798|24249.1500|8185.52|"EGYPT"
120350|24248.7660|6411.15|"RUSSIA"
129680|24242.9616|7877.89|"JAPAN"
72979|24239.4217|9280.38|"UNITED KINGDOM"
72406|24235.8480|7141.33|"JAPAN"
87152|24228.8760|2760.71|"RUSSIA"
50338|24222.6460|8885.19|"FRANCE"
32233|24217.4076|4499.56|"IRAQ"
61177|24216.7404|7237.72|"ARGENTINA"
84082|24213.9645|4306.29|"CANADA"
144053|24213.9330|2011.35|"ETHIOPIA"
87358|24211.7680|6027.78|"UNITED STATES"
